Cell_area_measured,Cell_architecture,Substrate_stack_sequence,ETL_stack_sequence,ETL_deposition_procedure,Perovskite_dimension_list_of_layers,Perovskite_composition_a_ions,Perovskite_composition_a_ions_coefficients,Perovskite_composition_b_ions,Perovskite_composition_b_ions_coefficients,Perovskite_composition_c_ions,Perovskite_composition_c_ions_coefficients,Perovskite_composition_inorganic,Perovskite_composition_leadfree,Perovskite_band_gap,Perovskite_deposition_number_of_deposition_steps,Perovskite_deposition_procedure,Perovskite_deposition_aggregation_state_of_reactants,Perovskite_deposition_synthesis_atmosphere,Perovskite_deposition_solvents,Perovskite_deposition_solvents_mixing_ratios,Perovskite_deposition_quenching_induced_crystallisation,Perovskite_deposition_quenching_media,Perovskite_deposition_quenching_media_volume,Perovskite_deposition_thermal_annealing_temperature,Perovskite_deposition_thermal_annealing_time,Perovskite_deposition_solvent_annealing,HTL_stack_sequence,HTL_thickness_list,HTL_deposition_procedure,Backcontact_stack_sequence,Backcontact_thickness_list,Backcontact_deposition_procedure,Backcontact_deposition_synthesis_atmosphere,Encapsulation,Encapsulation_stack_sequence,Encapsulation_edge_sealing_materials,Encapsulation_atmosphere_for_encapsulation,JV_measured,JV_average_over_n_number_of_cells,JV_test_atmosphere,JV_light_intensity,JV_light_spectra,JV_light_masked_cell,JV_default_PCE,cluster_label
0.1,16.9513781,16.88191,16.69403545,16.76789843,16.89816499,17.11363943,17.23291826,16.90256995,16.90295775,17.39745358,16.91975805,FALSE,FALSE,16.81074557,1,16.94809365,16.94558657,16.99358663,17.13065005,16.88924,TRUE,17.10978162,16.89333544,100,15,FALSE,16.97250735,16.90999372,16.88820148,17.00282979,16.94609354,16.92919141,16.89492723,FALSE,16.90759836,16.90744266,16.91091507,TRUE,40,16.96681304,100,16.90864407,FALSE,19.4,4
0.1,16.9513781,16.88191,16.69403545,16.76789843,16.89816499,17.11363943,17.37083324,16.90256995,16.90295775,17.39745358,17.37083324,FALSE,FALSE,16.81074557,1,16.94809365,16.94558657,16.99358663,17.13065005,16.88924,TRUE,17.10978162,16.89333544,100,15,FALSE,16.97250735,16.90999372,16.88820148,17.00282979,16.94609354,16.92919141,16.89492723,FALSE,16.90759836,16.90744266,16.91091507,TRUE,40,16.96681304,100,16.90864407,FALSE,20.46,4
0.1,16.9513781,16.88191,16.69403545,16.76789843,16.89816499,17.11363943,16.60579541,16.90256995,16.90295775,17.39745358,17.30097178,FALSE,FALSE,16.81074557,1,16.94809365,16.94558657,16.99358663,17.13065005,16.88924,TRUE,17.10978162,16.89333544,100,15,FALSE,16.97250735,16.90999372,16.88820148,17.00282979,16.94609354,16.92919141,16.89492723,FALSE,16.90759836,16.90744266,16.91091507,TRUE,40,16.96681304,100,16.90864407,FALSE,14.58,4
0.1,16.9513781,16.97774088,17.51975069,16.76789843,16.89816499,17.82627329,17.92216012,16.90256995,16.90295775,17.39745358,18.00844517,FALSE,FALSE,17.15222225,1,16.94809365,16.94558657,16.99358663,17.13065005,17.22021704,TRUE,17.10978162,16.89333544,120,8,FALSE,16.97250735,16.90999372,16.88820148,17.00282979,17.03674387,16.92919141,16.89492723,FALSE,16.90759836,16.90744266,16.91091507,TRUE,1,16.96681304,100,16.90864407,FALSE,18.7,4
0.1,16.9513781,16.97774088,17.41820768,16.76789843,16.89816499,17.82627329,17.92216012,16.90256995,16.90295775,17.39745358,18.00844517,FALSE,FALSE,17.15222225,1,16.94809365,16.94558657,16.99358663,17.13065005,17.22021704,TRUE,17.10978162,16.89333544,120,8,FALSE,16.97250735,16.90999372,16.88820148,17.00282979,17.03674387,16.92919141,16.89492723,FALSE,16.90759836,16.90744266,16.91091507,TRUE,1,16.96681304,100,16.90864407,FALSE,20.5,4
0.1,16.9513781,16.97774088,17.41820768,16.76789843,16.89816499,17.82627329,17.92216012,16.90256995,16.90295775,17.39745358,18.00844517,FALSE,FALSE,17.15222225,1,16.94809365,16.94558657,16.99358663,17.13065005,17.22021704,TRUE,17.10978162,16.89333544,120,8,FALSE,16.97250735,16.90999372,16.88820148,17.00282979,17.03674387,16.92919141,16.89492723,FALSE,16.90759836,16.90744266,16.91091507,TRUE,1,16.96681304,100,16.90864407,FALSE,20.5,4
0.09,16.80675605,16.97774088,16.74590643,16.76789843,16.89816499,17.82627329,17.17847938,16.90256995,16.90295775,17.39745358,18.00844517,FALSE,FALSE,16.81074557,1,16.94809365,16.94558657,16.99358663,16.43435137,16.82024523,TRUE,16.59400043,16.89333544,100,40,FALSE,17.37083324,16.90999372,17.64264808,16.78803364,16.76884921,16.92919141,16.89492723,FALSE,16.90759836,16.90744266,16.91091507,TRUE,1,16.96681304,100,16.90864407,FALSE,20.46,4
0.09,16.80675605,16.97774088,16.74590643,16.76789843,16.89816499,17.82627329,17.17847938,16.90256995,16.90295775,17.39745358,18.00844517,FALSE,FALSE,16.81074557,1,16.94809365,16.94558657,16.99358663,16.43435137,16.82024523,TRUE,16.59400043,16.89333544,100,40,FALSE,16.94147528,16.90999372,17.64264808,16.78803364,16.76884921,16.92919141,16.89492723,FALSE,16.90759836,16.90744266,16.91091507,TRUE,1,16.96681304,100,16.90864407,FALSE,17.16,4
0.1,16.9513781,16.88191,16.69403545,17.08876866,16.89816499,16.75921212,16.79321917,16.90256995,16.90295775,16.83287529,16.83358384,FALSE,FALSE,16.81074557,2,16.23034602,16.84738134,16.70947619,16.57609756,16.53091314,FALSE,16.61570326,16.89333544,70; 115,2; 4,FALSE,15.92074826,16.90999372,16.88820148,17.00282979,17.03674387,16.92919141,16.89492723,FALSE,16.90759836,16.90744266,16.91091507,TRUE,1,16.85584454,100,16.90864407,FALSE,14.8,4
0.09,16.9513781,16.97774088,17.51975069,16.99461778,16.89816499,17.82627329,17.92216012,16.90256995,16.90295775,17.39745358,18.00844517,FALSE,FALSE,16.85073267,1,16.94809365,16.94558657,16.91421255,17.13065005,16.82024523,TRUE,17.16245977,16.89333544,105,40,FALSE,16.97250735,16.90999372,16.88820148,17.00282979,16.94609354,16.92919141,16.89492723,TRUE,17.02795957,17.30881421,17.11853548,TRUE,1,16.85584454,100,16.90864407,FALSE,18.9,4
